note_id,seller_id,seller_name,goods_id,bridge_type,total_imp,total_clk,total_gv,total_buy,total_dgmv,gpm,ctr1_pct,good_click_quality_score,low_bad_market_score,model_sincerity_score,model_sincerity_level,creation_level,aigc_score,first_img_aesthetic_level,first_img_beauty_level,first_img_quality_level,first_img_definition_level,note_unfriendly_score,neg_emotion_score,spam_level,audit_level,ces_score_td,fans_num,publish_days,tob_b_level_30d,tob_seller_period_level,cover_url,note_quality_level,purchase_intent_score,rk_low_bad,rk_good_click,rk_sincerity,algo_quality_rank,tier,rn_in_tier,title,content_snip,asr_snip,note_type,image_num,taxonomy1,taxonomy2,taxonomy3,duration,is_multi_goods_note,goods_name,goods_price,brand_name,goods_cat3,top_cmts
6a0ec245000000003700ece3,675d032dd58a3b0015497dab,Baratti & Milano旗舰店,68d218a99479760001439530,goods_seller,234509,9941,1966,114,11156.140000000001,47.572331978730034,4.23906971587444,0.641899,0.871039,35.61516571044922,中,B,0.167272,中,中,高,中,,,正常,2,727.0,8232,24,B4,稳定期,http://sns-img-qn.xhscdn.com/notes_pre_post/1040g3k8320e3cs5u5s4g5p9faisqmnsuvfqkrng?imageView2/2/w/540/format/jpg/q/75,1,0.95947265625,0.2958646004469902,0.7586622855705045,0.27705252875094355,0.4438598049228128,优秀,294,一颗糖的微醺，是柠檬味的浪漫🍋✨,"总算到货了！等这包糖等得我望眼欲穿😭
	
Baratti & Milano，意大利1858年的老牌子，
这颗柠檬利口酒夹心糖，是我念念不忘大半年的白月光。
	
它不是那种甜到发腻的糖，
外层是清透的柠檬硬壳，咬开的一瞬间——
利口酒夹心缓缓流出来，带着柠檬的酸香和淡淡的酒气💛
像傍晚坐在海边小酒馆里，手里晃着的那杯Limoncello。
	
甜、酸、微醺，三种感觉在嘴里轻轻绕了一圈，
不浓烈，但很温柔，吃完甚至有点舍不得张嘴。
	
每一颗都包着复古糖纸，小小一粒，
撕开的仪式感，像拆开一封来自意大利的信🇮🇹
	
下午犯困的时候来一颗，或者睡前小甜一下，
都刚刚好🍸
	
#BarattiMilano[话题]# #柠檬利口酒[话题]# #夹心糖[话题]# #总算到货了[话题]# #微醺小甜糖[话题]# #柠檬的浪漫[话题]# #甜蜜的味道[话题]# #一万种howto买买买[话题]# ",,1,4,美食,美食测评,零食测评,,0,Baratti & Milano 【意大利原装进口】经典袋装糖果 水果硬糖/果汁软糖/夹心糖/柠檬 柠檬利口酒夹心糖 200g,96.0,Baratti & Milano,其他,
69eb35d90000000020007002,69a543361a2ce30015b99bb0,小舒君的店,69a64d5fd3a26b000143825c,goods_seller,293650,70020,1050,78,13932.59,47.44624553039333,23.84471309381917,0.686909,0.859359,-7.385599613189697,中,B,0.073066,中,低,低,低,,,正常,2,1217.0,13423,51,B3,稳定期,http://sns-img-qn.xhscdn.com/spectrum/1040g34o31vbchgon2sf05oi5aenk1i825b6ml38?imageView2/2/w/540/format/jpg/q/75,1,0.25390625,0.21967645012802867,0.45037964566404687,0.8072539703683969,0.49243668872015744,优秀,295,睡着后的亲亲到底得有多上头❤️,#地球乐园口腔益生菌[话题]#  #情侣[话题]#  #情侣日常[话题]#  #我们的样子像极了爱情[话题]#  #情侣保持新鲜感[话题]#  #甜甜的爱情[话题]#,第二天叫醒你的一定不是闹钟，而是一个很热烈的吻，他半睡半醒的时候就会闻到你呼吸都是香的。但凡他是个纯爷们儿肯定忍不住，特别是平时爱吃重口味儿的，早上起床嘴巴就像臭鸡蛋一样，你刷十次牙数十次嘴都不如来这一。可有用，含在嘴巴里就像泡腾片一样，噗呲噗呲的冒泡，就好像一大颗鲜嫩多汁的水蜜桃，在你嘴里直接爆汁了，满嘴飘香，虽然它价格没有那么。便宜，但是查完之后我才知道它这一颗里就100亿的活性益生菌，一盒整整是3000亿，和那些以香盖臭的漱口水啊，口香糖完全。不一样，哪怕你吃完什么大蒜火锅螺蛳粉，你就来上一颗直接去kiss他都不知道留香时间特别持久。真的能让你呼吸变香，接吻变香啊，出门约会啊，见朋友你就把它放在包里，小小的一颗也不占地方，嘴巴香香的，你会发现找你接吻的人都变多了。,2,1,情感,情感日常,爱情日常,56.0,0,EarthPark 地球乐园口腔益生菌含片口气口臭清新净异味留香微泡片-尝鲜装,318.0,EarthPark,其他,
6a13c3960000000036033834,61ab5b271156ae000128181a,闽熙元菌菇的店,668f4d7f7221e10001597c15,goods_seller,314031,22406,2877,316,14876.890000000001,47.37395352688111,7.13496438249727,0.710531,0.921771,44.616676330566406,中,B,0.059812,中,中,中,中,,,正常,4,727.0,34450,20,B4,稳定期,http://sns-img-qn.xhscdn.com/1040g008320ivplv2m8004918qd8i7e8r4shqpmg?imageView2/2/w/540/format/jpg/q/75,2,0.411376953125,0.9123040717552506,0.3187765492947323,0.16870180424196676,0.46659414176398323,优秀,296,夏天坠爱喝的，就是这碗莲子绿豆汤了❗️,#莲子[话题]# #糖水[话题]# #银耳莲子羹[话题]# #绿豆莲子汤[话题]# #莲子百合[话题]# #莲子汤[话题]# #莲子粥[话题]# #小红书市集66周年庆[话题]# #建宁莲子[话题]# #莲子羹[话题]# ,到了夏天最好吃的就是这一碗莲子绿豆汤了。做法很简单哦，洗干净放进去加点冰糖煮完就可以了，超级粉糯，超级好吃。莲子是糖水店特别喜欢的健林白莲，这个莲子个头非常的大哦，1.3以上大颗粒的白莲，口感会更香甜更粉糯。给大家看一下，我们刚打包好的，这是半斤装，每一颗都非常圆润饱满，没有硫磺熏过，颜色是淡淡的微黄色。闻起来就是林子的清香味，特别的好吃。,2,1,美食,美食展示,普通美食展示,32.0,0,福建建宁莲子干货精选通芯白莲手工去芯粉糯一煮即粉无硫磺 建宁新莲子95%通芯率250g,50.0,UNKNOWN,干货/土特产,
6a031ca10000000007012d5d,661e4d64f0b5350001a34a73,千里一杯MilesOneCup的店,67bd92203298ba0001251f17,goods_seller,638164,24204,5460,419,29963.45,46.95258585567346,3.79275546724666,0.684739,0.848455,-4.510975360870361,中,B,0.049688,中,中,中,中,,,正常,2,1042.0,30953,33,B5,稳定期,http://sns-img-qn.xhscdn.com/notes_pre_post/1040g3k03202ndv4uia0g5p039s2k4j3tt29qiro?imageView2/2/w/540/format/jpg/q/75,1,0.95361328125,0.16771013720527508,0.4636487426550035,0.778991459822684,0.4701167798943209,优秀,297,三伏天的安心是红豆薏米水给的🫶太牛了！,"
身体有时候真的很像一块用了很久的海绵🧽
喝多少水 存多少水
明明没吃咸 人却“泡”开了😅
我真是懒得折腾了
直接用红豆薏米代替白水喝🥂
	
红豆 赤小豆 薏苡仁 芡实
茯苓 山药 橘皮 黄苦荞
热水一冲 就是一杯炒米香的谷物茶
	
没有咖啡因 不刺激
喝下去 身体自己会“处理”
没有义务替你存着那些没用的水👋
	
第二盒六折 买三送一更划算
入夏喜欢冷泡的宝✋
可以搭配蔓越莓水果茶🫐🍓🍋‍🟩
都很好喝哦～
	
#千里一杯[话题]# #养生茶[话题]# #茶包推荐女生[话题]# #喝出好气色[话题]# #红豆薏米茶[话题]# #红豆薏米水[话题]# #红豆薏米[话题]# #冷泡茶[话题]# #南瓜茶[话题]# #茶包冷泡[话题]#",,1,10,医疗健康,养生食疗,,,1,红豆薏米茶（不做“潮”人） 红豆薏米茶单盒,57.0,UNKNOWN,代用/花草/水果/再加工茶,
6a1ce0120000000035021c26,68d395a5370d0a0015dedce4,一山一禾旗舰店,690ef9db1b78790001a6ca79,goods_seller,313611,15901,2358,178,14700.439999999999,46.87475885731048,5.07029409044963,0.776056,0.900849,-8.454434394836426,中,B,0.056656,中,中,高,中,,,正常,4,812.0,11685,13,B5,稳定期,http://sns-img-qn.xhscdn.com/1040g2sg320rsj1tc5ce05ngo2vbg8drspcmhhng?imageView2/2/w/540/format/jpg/q/75,2,0.9482421875,0.6023341177863624,0.07389399523407783,0.8160827671950623,0.4974369600718342,优秀,298,70天“梅伏湿热季”，加强版五指毛桃茶又爆了,"梅雨季撞上三伏天，整整70天湿热夹击🌧️
咱家加强版五指毛桃茶直接被老客带爆了！
粤江浙沪皖的朋友几乎都是复购+结伴囤，真心感谢大家的认可和喜爱🙏
	
其实市面上有很多五花八门的湿湿茶，
但这个茶的思路有点不太一样
不是简单“排💧”，
而是先让脾宝宝愿意干活，
再给它加把劲，
湿湿自然不敢赖着不走～💪
	
身边朋友也尝试了很多
但一直坚持喝的也是这款茶
	
1️⃣ 先稳脾胃，不是硬排水
脾胃稳，才不反复，以前喝那种只利💧的，喝完总觉得不舒服。
这个不一样，喝完是肚子暖暖的、舒服的那种轻
	
2️⃣更有劲
五指毛桃➕西洋参，适合一补就冒🔥的人。喝完不会口干舌燥，而且更有劲，不会越喝越虚
	
3️⃣ 蒸晒炒过的原料，不会越喝越湿
炒过的原料喝起来很平很稳，适合天天喝
	
4️⃣ “守住”成果
底子打的稳，不容易马上回到原来的状态
	
5️⃣ 真的好坚持
有一种谷物香，我个人还是比较喜欢这个味道的，
	
✅属于加强版，
✅ 适合梅雨季+三伏天那种闷、黏、乏的感觉
	
【怎么喝更舒服】
1.白天喝，晚上少喝
2.喝的时候少吃冰和油炸
	
我上班时喜欢泡着喝，因为比较方便
在家喜欢煮着喝，因为我",,1,5,医疗健康,养生食疗,,,0,一山一禾 五指毛桃舒湿茶西洋参赤小豆芡实山药茯苓祛湿茶包有湿气养生茶包 五指毛桃舒湿茶一盒【28g*12包 远离湿重】,99.9,一山一禾,代用/花草/水果/再加工茶,
6a23d1e500000000060320c6,6530e05387a68200012bd12e,渡野食坊的店,681b10b270bae10001d7fb37,goods_seller,257700,29861,2392,198,12046.720000000003,46.74707023670937,11.58750485060147,0.727358,0.862264,-32.353233337402344,中,B,0.166815,低,低,中,中,,,正常,2,722.0,1238,8,B4,稳定期,http://sns-img-qn.xhscdn.com/1040g2sg3211jnkstna505ppmq0on3fevp9ti89o?imageView2/2/w/540/format/jpg/q/75,2,0.1806640625,0.23633497624439412,0.23754865828930036,0.9630493021328241,0.4789776455555062,优秀,299,跟着蕾蕾高钾水14天…比吃水煮菜震撼👊,"谢谢姐姐[两颗心R]安利！
这杯抹茶椰子油柑茶真有两下子！
以前路过健身房，看一眼，想去
再看一眼，太累了还是回家吧
回家第一件事就是点奶茶
想变好和管不住嘴，每天都在打架💔
-
后来学她把下午奶茶换成了这杯🍵
抹茶柠檬＋油柑＋薄荷＋话梅＋椰肉＋茉莉花
酸酸甜甜带清凉，冷泡冰爽，越喝越上头
嘴巴满足了，奶茶的念头自然就淡了
整个人轻盈了不少✨
-
对我这种懒人来说
每天泡一杯就能管住嘴，真的已经很赚了
想要轻轻松松管住嘴巴
管理期、久坐党宝子们快试试吧！
#抹茶椰子油柑话梅茶[话题]##抹茶脑袋[话题]##抹茶控[话题]##冷泡茶[话题]##抹茶油柑水[话题]##大餐后喝什么[话题]##久坐党必备[话题]##解腻饮品[话题]##抹茶[话题]# #椰子[话题]##话梅薄荷水[话题]##夏天喝什么[话题]##打工人[话题]##超模水[话题]##交换春天[话题]##高钾水[话题]##茉莉花[话题]# #小红书市集66周年庆[话题]# #世界杯就这酿[话题]#",,1,6,美食,美食测评,饮品测评,,0,抹茶油柑薄荷茶·清爽解腻 减脂期饮品 代替咖啡 夏日冷泡茶 抹茶油柑薄荷茶1袋共10包,79.9,UNKNOWN,代用/花草/水果/再加工茶,
6a1aca5b000000003601ec40,669758b3d5743b000108efc8,阿泉的茶的店,69ce84023752710001b7bd2e,goods_seller,518498,39157,8625,169,24089.170000000002,46.459523469714455,7.55200598652261,0.689756,0.912645,44.722755432128906,中,B,0.061368,中,中,高,中,0.04690937851555645,0.0125,正常,2,2755.0,13384,15,B4,稳定期,http://sns-img-qn.xhscdn.com/notes_pre_post/1040g3k8320pr4e5v6e005p6cmobiov9hhugrk1g?imageView2/2/w/540/format/jpg/q/75,1,0.96044921875,0.7744401521542856,0.4332400870298832,0.167917351212942,0.4585325301323702,优秀,300,自然光下绝美！！上釉小西施好可爱啊！！,"这把壶一直不敢发笔记哈哈哈！！
前阵子爆卖了100把+，预售发不过来[大笑R]
-
这两天现货又烧了一窑，太美了！！
自然光好绝，这个是苹果手机live图
谁看谁喜欢系列[喝奶茶R]
-
当然这把是德化的老师傅做的“吴师傅”
合作了一年多了，它的壶我最满意[大笑R]
“1350度高温烧制”
“细节处理非常的好！”
“出水顺畅，水流成柱，很解压”
“密闭效果也非常出色”
可以说颜值与实力并存的一把壶[派对R]
-
啥茶都能泡“乌龙茶，白茶，黑茶”
泡出来更高香，又不烫手，好用！[大笑R]
	

#茶具[话题]# #茶具推荐[话题]# #璞玉壶[话题]# #不烫手茶具[话题]# #德化白瓷[话题]# #我的茶具收藏[话题]# #手艺人的闪光日常[话题]# #仙女茶器[话题]# #平价茶器[话题]# #可爱茶壶[话题]# 
",,1,12,家居家装,家居用品,餐厨具,,0,「上釉冰种壶」德化高端冰种白瓷 西施/龙蛋/德钟/ 思亭 带礼盒装 上釉小西施壶100cc（预售7天发出） 48小时发货,210.0,UNKNOWN,茶壶,
6a103e140000000035039cc1,6407ef3d9cd18100012e2bbb,Mamiya旗舰店,68be87e2a50cd90001653726,goods_seller,426725,34552,3333,395,19720.79,46.21428320346828,8.09701798582225,0.775209,0.91713,12.765600204467773,中,B,0.0609,中,中,高,中,,,正常,4,1237.0,32354,23,B5,稳定期,http://sns-img-qn.xhscdn.com/1040g2sg320fhpj99lcl05omorn6gg6a601u3fs0?imageView2/2/w/540/format/jpg/q/75,2,0.040985107421875,0.8456255642881458,0.0758403268060921,0.5773870313633201,0.4996176408191861,优秀,301,一次成功的蛋包里脊！🥓太好吃了！,"用妈咪呀无抗鸡肉里脊肉做的蛋包里脊，香到连炫好几个，同事都说就是小时候校门口那味儿！
.
👩‍🍳超省事懒人做法，不用自己腌肉
1⃣取出妈咪呀无抗鸡肉里脊肉，无需解冻，直接下锅煎至两面微焦
2⃣煎一颗流心蛋，铺上鲜嫩里脊，夹进饼里
3⃣简单调味，香到直接沦陷！
.
🌟为什么选这款里脊肉？
✅真・源头无抗鸡！全程无抗养殖认证，成品 120 + 项激 素、抗 生 素、兽yao均未检出
✅0 防腐剂 0 色素 0 反式脂肪酸，配料干净，宝宝吃也超安心
✅整肉原切！拒绝合成肉、碎肉边角料，肉质紧实不松散
✅独立小包装，吃多少拿多少，不用反复解冻超方便
✅自带特调奥尔良天然果蔬腌料，调味干净无多余添加
✅真空滚揉 + 8 小时低温慢腌，鲜嫩爆汁，怎么煎都不柴
不用复杂腌制，几分钟复刻路边摊美味，早餐、解馋都超合适～
#蛋包里脊[话题]# #妈咪呀无抗里脊[话题]# #无抗鸡肉[话题]# #校门口小吃复刻[话题]# #懒人早餐[话题]# #原切里脊肉[话题]# #宝宝放心吃的肉[话题]# #万物皆可夹馍[话题]#",,1,5,美食,美食教程,菜品教程,,0,Mamiya 【无抗】鸡肉里脊肉串奥尔良风味低脂零食早餐笔记 【贵在运费】奥尔良里脊肉1袋（8串）,69.9,Mamiya,方便速食/速冻食品,
6a12faa00000000036019411,66de9b426283a200162e969d,韩要强现烤坚果的店,67bda37af2389c0001a60e91,goods_seller,787203,30537,7786,744,36154.69000000002,45.92803889212823,3.87917728972069,0.677621,0.862072,45.658180236816406,中,B,0.084087,中,中,中,中,0.09931430843873666,0.019230769230769232,正常,4,1105.0,56069,21,B6,稳定期,http://sns-img-qn.xhscdn.com/1040g2sg320i761uum8s05nfo2etg82c7l5cen30?imageView2/2/w/540/format/jpg/q/75,2,0.9560546875,0.2352471027041428,0.5098130633630833,0.16204875449580391,0.3023696401876767,优秀,302,掌柜推荐|新下树腰果,"吃腰果的季节到啦[吃瓜R]
跟过年的时候确实不太一样，更甘甜更新鲜！
#韩要强现烤坚果[话题]# #原味坚果[话题]# #孕妇坚果[话题]# #腰果[话题]# #0添加坚果[话题]# #腰果仁[话题]# ",我我没怎么向大家宣传推荐这个产品啊，就是我一直以来。卖的一个老产品就是这个炭皮腰果，炭皮炭烤带皮腰果，叫啥都不知道了。我我为啥不宣传，就是现在大家卷价格卷的太厉害了。然后都用的什么非洲果呀，或者用的哪里果品质都不好，但是在用户的角度来看还看不出什么差别来，对吧？我跟你说好在哪啊，你看这个腰果，嗯，我我在卖的过程中有些老粉丝他们他们发现了金水，你看这是一颗完整的腰果，你看。我单只手轻轻一搓。就能完整的搓掉皮，发现没有，很多腰果，你用两只手你是抠不掉皮的。这种哎完整的，然后我们轻轻的一搓，这个好醋皮代表的是啥？就是这个肉非常的饱满。哎哟，又搓碎了。希望给你们展示个完整的单只手，有点困难呀，你看。扒开以后它是没有盐的啊，对有好多腰果，它里面的盐非常多。然后第三点的话就是这个。均匀度，嗯，这个火候我们控制的特别好，都考虑到这种非常漂亮这种金黄色。因为呃腰果每年这个季节下来很多人啊，现在囤到。过年或者旺季才会去买，呃生原料它是囤不住的，没法囤，然后只能炒熟。炒熟如果放到过年去卖的话，你炒的很熟的话，到了过年这个腰果可能就哈喇味。所以它炒的生一点。炒的欠活一点就是不但好储存，第二点的话就是放到过年放到冬天再卖，它不怎么会变。嗯，但是这种果呢，你会发现很不香，你完全感受不到坚果的那种。那种细腻啊，醇香那种那种感觉你是感受不到的，我不懂，反正我就是现在卖多少啊，定多少加工多少。没有了我就不卖，就这样，嗯特别好啊，如果爱吃碳烤腰果的我觉得。这个妖怪试一下。,2,1,美食,美食展示,食材展示,149.0,0,2026年新A180带皮碳烤熟腰果500克休闲零食酥脆烘焙干果 1袋,50.0,UNKNOWN,山核桃/坚果/炒货,
69f875ea000000003601ccc4,65798517e8c3210001a4e77b,合为养旗舰店,69f4953d0283e20001805ea1,goods_seller,497529,14096,3941,252,22761.27,45.74862972811635,2.83320168271598,0.668828,0.822325,-8.752756118774414,中,B,0.088052,中,中,中,中,,,正常,2,1585.0,154383,41,B6,稳定期,http://sns-img-qn.xhscdn.com/spectrum/1040g34o31voaa0rsk8105o8v0980amn5kq0omdo?imageView2/2/w/540/format/jpg/q/75,1,0.9453125,0.08964225981676362,0.569646108076906,0.8195165993221142,0.4929349890719279,优秀,303,今年三伏天之前，重点喝这款姜枣茶！,"专为今年五运六气配比,三伏天必备的养生茶一定要喝起来啦~,现在还有新款高颜值吨吨杯哦!！      ﻿#全家食养首选合为养[话题]#﻿      ﻿#合为养[话题]#﻿      ﻿#欧阳会食养[话题]#﻿      ﻿#合为养姜枣茶[话题]#﻿      ﻿#姜枣茶[话题]#﻿    ﻿#三伏天必备[话题]#﻿   ﻿#吨吨杯福利[话题]#﻿  ﻿#养生茶[话题]#﻿  ﻿#好喝的姜枣茶[话题]#﻿  ﻿#春夏养生[话题]#﻿",你今年要喝这个，你不要去买去年的，我们家每一年的老茶都会变，所以你今年买今年的。我是学中医的，所以你相信我的配伍是真的是，我是为了给自己喝，你们懂，你但凡看到今年，那么它里面有什么枸杞桂圆呐，包括什么荔枝啊，还有什么所有的温阳的。什么什么爱呀什么的，你放着你们去吃，这种茶精都不适合，今年的话你一定要阴中求阳的，我们这里面有小米跟苹果便是健脾的，加红糖是调味，可以帮你去化。整体不再可以加，里面的重点是有预防，而且姜片一定是小黄姜，它散寒能力很强，但必须是带皮的，因为带皮之后皮子走表的帮你清虚火，降我们的福火。平常不用吸管的话就这么喝就好了，当成一个大缸杯喝，非常的方便很好喝，而且它烫的话就很容易帮你去散热，很方便的。而且你喝完之后会立马微微发汗，就是它这个小黄姜就这么的厉害，你们不要用什么角光这样的粉，因为它是没有。一定要是带皮的，相当好，可以煮蛋，可以煮牛奶，做姜状奶，它是品质非常非常好的，适合今年5167去喝的姜枣茶，点击左下角购买欧阳同款。,2,1,医疗健康,养生食疗,,56.0,0,合为养 【姜姜·好】2026姜枣茶 夏天三伏【4包自动送】新款650毫升吨吨杯 【预售，7天内发货】1袋/48g*7包（拍4袋送吨吨杯）,79.0,合为养,代用/花草/水果/再加工茶,
6a014fce0000000037036199,66de9b426283a200162e969d,韩要强现烤坚果的店,66dee783f63d3900013b7837,goods_seller,384247,11854,4554,376,17514.05,45.580186702823966,3.08499480802713,0.658177,0.848839,45.658180236816406,中,B,0.070552,中,低,高,中,,,正常,4,474.0,56069,34,B6,稳定期,http://sns-img-qn.xhscdn.com/note_pre_post_uhdr/1040g3r03200uraaa2q005nfo2etg82c7au3s6e0?imageView2/2/w/540/format/jpg/q/75,2,0.8701171875,0.16938265026715807,0.6446057753504136,0.16204875449580391,0.32534572670445855,优秀,304,为啥5月是腰果季？,"[红书R]五月，腰果的「黄金时刻」
越南腰果一般在3月-6月集中采收，所以五月正是新鲜腰果大量上市的时候。
这时候的腰果：
[红薯R]刚下树没多久
[流汗R]油脂最鲜活
[烟花R]风味最饱满
而我们平时秋冬吃到的腰果，很多其实已经是存放了大半年的""老货""了……
	
⏰ 为什么""越早吃越好""？
腰果含有大量天然油脂，时间一长就容易发生：
⚠️ 氧化 —— 营养流失
⚠️ 酸败 —— 出现""哈喇味""
⚠️ 走油 —— 口感变腻
所以同样是腰果，新季的和陈年的，差别真的很大！ 越早吃，越香、越健康。
[彩虹R]我们的这款腰果靠谱在哪？
	
[一R]加工透明
配料表只有「腰果仁」三个字，没有调味料，没有添加剂，干干净净
[二R]工艺纯粹
只是简简单单地烘烤了一下，最大程度保留腰果本身的奶香和回甘
[三R]性价比高
这个季节好货扎堆，价格反而更友好，真的是买新不买陈！#韩要强现烤坚果[话题]# #孕妇坚果[话题]# #0添加坚果[话题]# #腰果[话题]# #原味坚果[话题]# #腰果仁[话题]# #好坚果0添加[话题]# #烤箱零食[话题]# ",,1,5,美食,美食展示,食材展示,,0,2026年新现烤不加盐原味大腰果仁 300克,45.0,UNKNOWN,山核桃/坚果/炒货,
6a0c40cc0000000007010714,66311aa2a57f580001f78bac,蜂丫头的蜜罐的店,697865bba1496d0001e469e0,goods_seller,256325,15878,8379,350,11561.94,45.10656393250756,6.19447966448844,0.685619,0.92168,50.95838165283203,高,B,0.220993,中,中,中,中,,,正常,4,2659.0,15928,26,B5,稳定期,http://sns-img-qn.xhscdn.com/1040g2sg320bl1t13m2705phh2vl0u80amnpu9gg?imageView2/2/w/540/format/jpg/q/75,2,0.95166015625,0.9112013972144517,0.45795775794443705,0.11903704690437074,0.4960654006877531,优秀,305,接受暴风雨的洗礼吧！,#花青素[话题]# #蜂蜜什么牌子好[话题]# #玫瑰桑葚蜂蜜[话题]# #养生[话题]# #花茶[话题]# #夏日消暑风味集[话题]# #饮料[话题]#,姐妹们，咱们前两期好评读了，奖也抽了，嘴都捏到耳后跟去了，今天咱们来读差评。接受暴风雨的洗礼吧，接受大家的给我们的建议，然后咱们就是来一个反省好吗？o k来看一下我们的这个桑葚玫瑰果蜜的评论啊，这个评论是最多的。可以看一下评论，商品评价是1.6万加，呃评分4点08分，然后我们来看一下差评。数一下差评啊。我们是卖了呃2万两万多单，然后差评的话是不到十个的样子。然后我们接下来看一下他们都是怎么说的呢，第一个宝宝说收到打开就是破的，找了客服也没人回。我看他是三月份买的，那个时候刚好是我们爆单的时候，然后客服是我本人，我要我还要打包，我还给你们泡蜜，就是一个非常的忙碌。当时准备的还不是特别的完全忙碌了一点，然后没有看到这个宝宝的消息，后面我也给他发消息，但是他没回给他看看一下，他是之前我们垫了这个垫片的。然后漏了一点，但这个垫片其实不需要的，我们现在都取消了，然后它垫片坏了，是因为可能我们在扭那个盖子的时候把它扭了一个缝，然后就把它冲烂了。后面我也联系了这个宝子，但是他也没有回我的消息，就是你们有任何的收到漏了破了坏了。只要是我们的问题，直接找客服跟你们联系，第二个也是说我们的这个漏的问题，他说。产品质量感觉真的很好，但是这瓶子真的漏啊，一打开一打开全是漏出来的，这个宝宝应该是买的是那个呃650克的对。这个我们也得承认，就是之前有一批650克的那个罐子，发出去十个起码漏了八九个，就是因为它那个密封罐。我每次都是在那家买的，但是那一批罐子它的质量就是有问题，然后让我赔了好多钱。后面就是漏了的，我们都给大家处理了的，就是联系我们客服给大家补了那个差价，或者是重新给大家补发了的，但这个宝宝。他可能没有联系我们，所以大家有任何的问题就是及时联系咱们的客服都会给大家处理的，然后下一个宝宝他说一般蜂蜜味道很奇怪，他就是前两天买的，他说也不是酸酸甜甜的。基本是蜂蜜的甜味，这个我必须要解释一下，呃,2,1,美食,美食展示,普通美食展示,402.0,0,桑葚玫瑰蜜漂亮蜜｜花青素、维C、｜开封不退换，介意勿拍哟 116g桑葚玫瑰果蜜试吃 洋槐蜜泡的哦,25.0,UNKNOWN,蜂产品,
6a02e644000000003600274c,659bbef7d5a11d0001eca248,公路咖啡HIGHWAYWANG的店,682fff58fde0e20001ea30c1,goods_seller,235234,16992,3798,155,10588.380000000001,45.01211559553467,7.22344559034833,0.666551,0.912076,47.335147857666016,中,B,0.118231,中,中,高,中,,,正常,2,893.0,26307,33,B4,稳定期,http://sns-img-qn.xhscdn.com/notes_pre_post/1040g3k83202gk29il41g5o6ep3d84k9tlloih9g?imageView2/2/w/540/format/jpg/q/75,1,0.95947265625,0.7649971138048932,0.5855719846661634,0.14522741737341444,0.49859883861482374,优秀,306,所有人请停止购买冷萃瓶…,"•
因为我们要送啦！
冷萃瓶上新！这个夏天的咖啡，直接交给它
	
新的冷萃瓶，新的夏天，新的设计。
	
公路咖啡冷萃瓶，今年重新打磨了一轮。
自带过滤槽，粉水分离，睡前泡上，睡醒直接喝。不用滤纸，不用二次过滤，清洗也超方便！水一冲就干净。
450ml容量，刚好装满一杯。薄荷色玻璃，看着就凉快，放在冰箱里自己都觉得清爽。
	
现在下单任意冷萃豆，选择“冷萃瓶规格”，豆子+瓶子一步到位，不用再单独买。
一杯冷萃不到5块钱，真的超超超值！
	
这个夏天，从一壶冰凉的冷萃开始。
#我的咖啡日记[话题]# #随行杯[话题]# #冷萃咖啡[话题]# #精品咖啡[话题]# #送周边[话题]# #夏日饮品[话题]# #自制咖啡攻略[话题]# #公路咖啡[话题]# #黑咖啡[话题]# #上薯喝咖啡[话题]# ",,1,5,美食,美食展示,普通美食展示,,1,「夏季冷萃绿绿瓜」公路咖啡意式SOE冷萃专用豆单品冰手冲咖啡豆 200g 不磨粉（默认咖啡豆）,78.0,UNKNOWN,速溶咖啡/咖啡豆/粉,
